WeekEnding,HB,AgeGroup,Sex,NumberAttendances,Average20182019
20220306,S08000029,Under 5,All,109,95.5
20220306,S08000029,5 - 14,All,117,108
20220306,S08000029,15 - 44,All,454,393.5
20220306,S08000029,45 - 64,All,264,255
20220306,S08000029,65 - 74,All,106,121
20220306,S08000029,75 - 84,All,118,90
20220306,S08000029,85 and over,All,66,55
20220306,S08000029,All ages,All,1234,1127.5
20220306,S08000029,All ages,Female,591,562
20220306,S08000029,All ages,Male,643,556
20220306,S08000030,Under 5,All,110,108
20220306,S08000030,5 - 14,All,164,125.5
20220306,S08000030,15 - 44,All,558,534.5
20220306,S08000030,45 - 64,All,276,289
20220306,S08000030,65 - 74,All,120,111
20220306,S08000030,75 - 84,All,128,113
20220306,S08000030,85 and over,All,78,77
20220306,S08000030,All ages,All,1436,1378
20220306,S08000030,All ages,Female,677,665
20220306,S08000030,All ages,Male,757,693
20220306,S08000031,Under 5,All,821,796.5
20220306,S08000031,5 - 14,All,748,635.5
20220306,S08000031,15 - 44,All,2227,2281.5
20220306,S08000031,45 - 64,All,1268,1315
20220306,S08000031,65 - 74,All,542,505
20220306,S08000031,75 - 84,All,438,489
20220306,S08000031,85 and over,All,273,275
20220306,S08000031,All ages,All,6352,6378
20220306,S08000031,All ages,Female,3014,3086.5
20220306,S08000031,All ages,Male,3303,3211
20220306,S08000032,Under 5,All,241,209
20220306,S08000032,5 - 14,All,319,313
20220306,S08000032,15 - 44,All,1278,1290.5
20220306,S08000032,45 - 64,All,889,908
20220306,S08000032,65 - 74,All,433,381.5
20220306,S08000032,75 - 84,All,371,316.5
20220306,S08000032,85 and over,All,194,167.5
20220306,S08000032,All ages,All,3755,3620
20220306,S08000032,All ages,Female,1898,1803
20220306,S08000032,All ages,Male,1827,1783
20220306,S92000003,Under 5,All,2534,2369.5
20220306,S92000003,5 - 14,All,2756,2548.5
20220306,S92000003,15 - 44,All,8550,8567.5
20220306,S92000003,45 - 64,All,5196,5201
20220306,S92000003,65 - 74,All,2264,2184.5
20220306,S92000003,75 - 84,All,2132,2016.5
20220306,S92000003,85 and over,All,1254,1138.5
20220306,S92000003,All ages,All,24980,24461.5
20220306,S92000003,All ages,Female,11997,11861.5
20220306,S92000003,All ages,Male,12689,12164.5
20220313,S08000015,Under 5,All,192,219.5
20220313,S08000015,5 - 14,All,202,242
20220313,S08000015,15 - 44,All,579,710.5
20220313,S08000015,45 - 64,All,392,470.5
20220313,S08000015,65 - 74,All,175,206
20220313,S08000015,75 - 84,All,144,184
20220313,S08000015,85 and over,All,77,98
20220313,S08000015,All ages,All,1768,2140.5
20220313,S08000015,All ages,Female,853,1079.5
20220313,S08000015,All ages,Male,908,1051
20220313,S08000016,Under 5,All,27,22.5
20220313,S08000016,5 - 14,All,52,42.5
20220313,S08000016,15 - 44,All,171,168
20220313,S08000016,45 - 64,All,125,140
20220313,S08000016,65 - 74,All,64,86
20220313,S08000016,75 - 84,All,77,73.5
20220313,S08000016,85 and over,All,56,48.5
20220313,S08000016,All ages,All,580,587.5
20220313,S08000016,All ages,Female,275,302.5
20220313,S08000016,All ages,Male,297,278.5
20220313,S08000017,Under 5,All,54,77.5
20220313,S08000017,5 - 14,All,92,78
20220313,S08000017,15 - 44,All,278,270.5
20220313,S08000017,45 - 64,All,178,175.5
20220313,S08000017,65 - 74,All,89,82
20220313,S08000017,75 - 84,All,83,94.5
20220313,S08000017,85 and over,All,41,52.5
20220313,S08000017,All ages,All,828,830.5
20220313,S08000017,All ages,Female,383,409
20220313,S08000017,All ages,Male,432,421.5
20220313,S08000019,Under 5,All,99,86
20220313,S08000019,5 - 14,All,95,96
20220313,S08000019,15 - 44,All,381,447.5
20220313,S08000019,45 - 64,All,259,302.5
20220313,S08000019,65 - 74,All,111,130
20220313,S08000019,75 - 84,All,142,108
20220313,S08000019,85 and over,All,86,51.5
20220313,S08000019,All ages,All,1179,1248.5
20220313,S08000019,All ages,Female,617,603.5
20220313,S08000019,All ages,Male,556,618
20220313,S08000020,Under 5,All,169,152.5
20220313,S08000020,5 - 14,All,228,226
20220313,S08000020,15 - 44,All,609,745
20220313,S08000020,45 - 64,All,348,382
20220313,S08000020,65 - 74,All,175,172
20220313,S08000020,75 - 84,All,186,132.5
20220313,S08000020,85 and over,All,106,85.5
20220313,S08000020,All ages,All,1858,1950.5
20220313,S08000020,All ages,Female,856,929.5
20220313,S08000020,All ages,Male,965,966
20220313,S08000022,Under 5,All,66,62.5
20220313,S08000022,5 - 14,All,110,114
20220313,S08000022,15 - 44,All,421,376.5
20220313,S08000022,45 - 64,All,242,270.5
20220313,S08000022,65 - 74,All,116,119.5
20220313,S08000022,75 - 84,All,128,106
20220313,S08000022,85 and over,All,67,53
20220313,S08000022,All ages,All,1181,1142
20220313,S08000022,All ages,Female,552,516.5
20220313,S08000022,All ages,Male,598,585.5
20220313,S08000024,Under 5,All,594,596.5
20220313,S08000024,5 - 14,All,677,571
20220313,S08000024,15 - 44,All,1600,1470.5
20220313,S08000024,45 - 64,All,793,810.5
20220313,S08000024,65 - 74,All,329,309.5
20220313,S08000024,75 - 84,All,335,310.5
20220313,S08000024,85 and over,All,193,167.5
20220313,S08000024,All ages,All,4637,4395
20220313,S08000024,All ages,Female,2273,2142.5
20220313,S08000024,All ages,Male,2248,2093.5
20220313,S08000025,Under 5,All,15,3.5
20220313,S08000025,5 - 14,All,10,7
20220313,S08000025,15 - 44,All,30,46.5
20220313,S08000025,45 - 64,All,27,30
20220313,S08000025,65 - 74,All,7,14.5
20220313,S08000025,75 - 84,All,12,14
20220313,S08000025,85 and over,All,7,11
20220313,S08000025,All ages,All,110,127.5
20220313,S08000025,All ages,Female,62,57.5
20220313,S08000025,All ages,Male,46,69
20220313,S08000026,Under 5,All,13,11
20220313,S08000026,5 - 14,All,11,13.5
20220313,S08000026,15 - 44,All,44,44
20220313,S08000026,45 - 64,All,27,32.5
20220313,S08000026,65 - 74,All,13,14.5
20220313,S08000026,75 - 84,All,19,16.5
20220313,S08000026,85 and over,All,7,6
20220313,S08000026,All ages,All,139,146
20220313,S08000026,All ages,Female,58,62.5
20220313,S08000026,All ages,Male,76,75.5
20220313,S08000028,5 - 14,All,6,11.5
20220313,S08000028,15 - 44,All,23,32
20220313,S08000028,45 - 64,All,22,27.5
20220313,S08000028,65 - 74,All,12,15.5
20220313,S08000028,75 - 84,All,16,13
20220313,S08000028,85 and over,All,6,9.5
20220313,S08000028,All ages,All,93,117
20220313,S08000028,All ages,Female,45,55
20220313,S08000028,All ages,Male,44,58.5
20220313,S08000029,Under 5,All,123,103.5
20220313,S08000029,5 - 14,All,143,107.5
20220313,S08000029,15 - 44,All,462,464.5
20220313,S08000029,45 - 64,All,289,274
20220313,S08000029,65 - 74,All,131,130
20220313,S08000029,75 - 84,All,114,119
20220313,S08000029,85 and over,All,72,61
20220313,S08000029,All ages,All,1334,1272
20220313,S08000029,All ages,Female,635,640.5
20220313,S08000029,All ages,Male,699,619
20220313,S08000030,Under 5,All,122,94.5
20220313,S08000030,5 - 14,All,201,153.5
20220313,S08000030,15 - 44,All,619,544.5
20220313,S08000030,45 - 64,All,328,312.5
20220313,S08000030,65 - 74,All,136,118
20220313,S08000030,75 - 84,All,109,119.5
20220313,S08000030,85 and over,All,68,68
20220313,S08000030,All ages,All,1597,1419.5
20220313,S08000030,All ages,Female,734,683.5
20220313,S08000030,All ages,Male,849,727
20220313,S08000031,Under 5,All,781,774.5
20220313,S08000031,5 - 14,All,794,697
20220313,S08000031,15 - 44,All,2249,2525
20220313,S08000031,45 - 64,All,1253,1486
20220313,S08000031,65 - 74,All,598,575
20220313,S08000031,75 - 84,All,509,521
20220313,S08000031,85 and over,All,266,326
20220313,S08000031,All ages,All,6504,6974.5
20220313,S08000031,All ages,Female,3132,3348.5
20220313,S08000031,All ages,Male,3318,3556
20220313,S08000032,Under 5,All,242,230.5
20220313,S08000032,5 - 14,All,343,320
20220313,S08000032,15 - 44,All,1304,1394
20220313,S08000032,45 - 64,All,923,1039.5
20220313,S08000032,65 - 74,All,428,430.5
20220313,S08000032,75 - 84,All,372,389.5
20220313,S08000032,85 and over,All,191,189.5
20220313,S08000032,All ages,All,3832,4027.5
20220313,S08000032,All ages,Female,1912,2038
20220313,S08000032,All ages,Male,1891,1955.5
20220313,S92000003,Under 5,All,2501,2439
20220313,S92000003,5 - 14,All,2964,2679.5
20220313,S92000003,15 - 44,All,8770,9239
20220313,S92000003,45 - 64,All,5206,5753.5
20220313,S92000003,65 - 74,All,2384,2403
20220313,S92000003,75 - 84,All,2246,2201.5
20220313,S92000003,85 and over,All,1243,1227.5
20220313,S92000003,All ages,All,25640,26378.5
20220313,S92000003,All ages,Female,12387,12868.5
20220313,S92000003,All ages,Male,12927,13074.5
20220320,S08000015,Under 5,All,167,212
20220320,S08000015,5 - 14,All,188,263.5
20220320,S08000015,15 - 44,All,576,747.5
20220320,S08000015,45 - 64,All,400,459
20220320,S08000015,65 - 74,All,163,218.5
20220320,S08000015,75 - 84,All,177,169
20220320,S08000015,85 and over,All,84,91
20220320,S08000015,All ages,All,1772,2178
20220320,S08000015,All ages,Female,834,1052.5
20220320,S08000015,All ages,Male,921,1108
20220320,S08000016,Under 5,All,35,27.5
20220320,S08000016,5 - 14,All,49,45
20220320,S08000016,15 - 44,All,170,156.5
20220320,S08000016,45 - 64,All,120,133.5
20220320,S08000016,65 - 74,All,66,68.5
20220320,S08000016,75 - 84,All,74,66.5
20220320,S08000016,85 and over,All,54,39
20220320,S08000016,All ages,All,575,546.5
20220320,S08000016,All ages,Female,267,276.5
20220320,S08000016,All ages,Male,301,260
20220320,S08000017,Under 5,All,61,71
20220320,S08000017,5 - 14,All,96,95
20220320,S08000017,15 - 44,All,265,294.5
20220320,S08000017,45 - 64,All,194,186.5
20220320,S08000017,65 - 74,All,89,105.5
20220320,S08000017,75 - 84,All,79,83.5
20220320,S08000017,85 and over,All,53,49
20220320,S08000017,All ages,All,857,890.5
20220320,S08000017,All ages,Female,416,446
20220320,S08000017,All ages,Male,421,439
20220320,S08000019,Under 5,All,105,85.5
20220320,S08000019,5 - 14,All,104,116
20220320,S08000019,15 - 44,All,389,453.5
20220320,S08000019,45 - 64,All,258,265.5
20220320,S08000019,65 - 74,All,116,110
20220320,S08000019,75 - 84,All,141,98.5
20220320,S08000019,85 and over,All,73,55.5
20220320,S08000019,All ages,All,1201,1220
20220320,S08000019,All ages,Female,570,581
20220320,S08000019,All ages,Male,616,603.5
20220320,S08000020,Under 5,All,166,165
20220320,S08000020,5 - 14,All,215,232
20220320,S08000020,15 - 44,All,651,706
20220320,S08000020,45 - 64,All,333,390.5
20220320,S08000020,65 - 74,All,163,169.5
20220320,S08000020,75 - 84,All,128,132
20220320,S08000020,85 and over,All,119,97.5
20220320,S08000020,All ages,All,1808,1942
20220320,S08000020,All ages,Female,835,921.5
20220320,S08000020,All ages,Male,940,971
20220320,S08000022,Under 5,All,58,68
20220320,S08000022,5 - 14,All,107,94.5
20220320,S08000022,15 - 44,All,385,383
20220320,S08000022,45 - 64,All,254,260.5
20220320,S08000022,65 - 74,All,108,108.5
20220320,S08000022,75 - 84,All,111,96.5
20220320,S08000022,85 and over,All,55,55.5
20220320,S08000022,All ages,All,1127,1113
20220320,S08000022,All ages,Female,496,497
20220320,S08000022,All ages,Male,582,569.5
20220320,S08000024,Under 5,All,596,611.5
20220320,S08000024,5 - 14,All,623,612
20220320,S08000024,15 - 44,All,1553,1436.5
20220320,S08000024,45 - 64,All,877,827
20220320,S08000024,65 - 74,All,364,333
20220320,S08000024,75 - 84,All,283,279
20220320,S08000024,85 and over,All,212,182.5
20220320,S08000024,All ages,All,4631,4447
20220320,S08000024,All ages,Female,2240,2102
20220320,S08000024,All ages,Male,2268,2179.5
20220320,S08000025,Under 5,All,11,6.5
20220320,S08000025,5 - 14,All,14,10
20220320,S08000025,15 - 44,All,39,39
20220320,S08000025,45 - 64,All,28,26.5
20220320,S08000025,65 - 74,All,18,14
20220320,S08000025,75 - 84,All,13,16.5
20220320,S08000025,85 and over,All,6,6
20220320,S08000025,All ages,All,130,121
20220320,S08000025,All ages,Female,58,54
20220320,S08000025,All ages,Male,71,64.5
20220320,S08000026,Under 5,All,9,14.5
20220320,S08000026,5 - 14,All,15,11.5
20220320,S08000026,15 - 44,All,45,42.5
20220320,S08000026,45 - 64,All,27,32
20220320,S08000026,65 - 74,All,5,15.5
20220320,S08000026,75 - 84,All,9,13.5
20220320,S08000026,All ages,All,115,140.5
20220320,S08000026,All ages,Female,62,69.5
20220320,S08000026,All ages,Male,51,66.5
20220320,S08000028,5 - 14,All,5,13.5
20220320,S08000028,15 - 44,All,37,32.5
20220320,S08000028,45 - 64,All,19,32.5
20220320,S08000028,75 - 84,All,8,15.5
20220320,S08000028,All ages,All,83,128
20220320,S08000028,All ages,Female,34,67.5
20220320,S08000028,All ages,Male,44,57
20220320,S08000029,Under 5,All,90,95
20220320,S08000029,5 - 14,All,144,115
20220320,S08000029,15 - 44,All,472,470
20220320,S08000029,45 - 64,All,285,267.5
20220320,S08000029,65 - 74,All,129,124
20220320,S08000029,75 - 84,All,122,106
20220320,S08000029,85 and over,All,73,58.5
20220320,S08000029,All ages,All,1315,1249.5
20220320,S08000029,All ages,Female,630,594
20220320,S08000029,All ages,Male,685,642
20220320,S08000030,Under 5,All,119,111
20220320,S08000030,5 - 14,All,189,135.5
20220320,S08000030,15 - 44,All,632,531.5
20220320,S08000030,45 - 64,All,295,301.5
20220320,S08000030,65 - 74,All,118,124
20220320,S08000030,75 - 84,All,125,117
20220320,S08000030,85 and over,All,55,72
20220320,S08000030,All ages,All,1562,1407.5
20220320,S08000030,All ages,Female,750,641
20220320,S08000030,All ages,Male,783,751.5
20220320,S08000031,Under 5,All,857,833.5
20220320,S08000031,5 - 14,All,804,780
20220320,S08000031,15 - 44,All,2202,2564.5
20220320,S08000031,45 - 64,All,1262,1484
20220320,S08000031,65 - 74,All,560,562
20220320,S08000031,75 - 84,All,464,507
20220320,S08000031,85 and over,All,299,306.5
20220320,S08000031,All ages,All,6550,7131.5
20220320,S08000031,All ages,Female,3170,3419.5
20220320,S08000031,All ages,Male,3278,3618
20220320,S08000032,Under 5,All,241,228
20220320,S08000032,5 - 14,All,328,390.5
20220320,S08000032,15 - 44,All,1277,1501
20220320,S08000032,45 - 64,All,937,1020
20220320,S08000032,65 - 74,All,398,449
20220320,S08000032,75 - 84,All,395,382.5
20220320,S08000032,85 and over,All,207,202.5
20220320,S08000032,All ages,All,3819,4210
20220320,S08000032,All ages,Female,1865,2079.5
20220320,S08000032,All ages,Male,1918,2094
20220320,S92000003,Under 5,All,2519,2539.5
20220320,S92000003,5 - 14,All,2881,2914
20220320,S92000003,15 - 44,All,8693,9358.5
20220320,S92000003,45 - 64,All,5289,5686.5
20220320,S92000003,65 - 74,All,2300,2414
20220320,S92000003,75 - 84,All,2129,2083
20220320,S92000003,85 and over,All,1295,1230
20220320,S92000003,All ages,All,25545,26725
20220320,S92000003,All ages,Female,12227,12801.5
20220320,S92000003,All ages,Male,12879,13424
20220327,S08000015,Under 5,All,177,216
20220327,S08000015,5 - 14,All,244,252
20220327,S08000015,15 - 44,All,556,707.5
20220327,S08000015,45 - 64,All,379,462.5
20220327,S08000015,65 - 74,All,159,183
20220327,S08000015,75 - 84,All,171,192.5
20220327,S08000015,85 and over,All,95,93.5
20220327,S08000015,All ages,All,1783,2125
20220327,S08000015,All ages,Female,872,1034
20220327,S08000015,All ages,Male,909,1073
20220327,S08000016,Under 5,All,26,30
20220327,S08000016,5 - 14,All,38,45.5
20220327,S08000016,15 - 44,All,156,172.5
20220327,S08000016,45 - 64,All,142,124
20220327,S08000016,65 - 74,All,70,69
20220327,S08000016,75 - 84,All,70,70.5
20220327,S08000016,85 and over,All,51,50.5
20220327,S08000016,All ages,All,560,573.5
20220327,S08000016,All ages,Female,276,291
20220327,S08000016,All ages,Male,277,271
20220327,S08000017,Under 5,All,64,71.5
20220327,S08000017,5 - 14,All,104,104
20220327,S08000017,15 - 44,All,227,272.5
20220327,S08000017,45 - 64,All,187,168.5
20220327,S08000017,65 - 74,All,119,80
20220327,S08000017,75 - 84,All,96,77.5
20220327,S08000017,85 and over,All,52,44.5
20220327,S08000017,All ages,All,865,832.5
20220327,S08000017,All ages,Female,402,403
20220327,S08000017,All ages,Male,447,415.5
20220327,S08000019,Under 5,All,107,93.5
20220327,S08000019,5 - 14,All,107,125
20220327,S08000019,15 - 44,All,399,441
20220327,S08000019,45 - 64,All,243,298
20220327,S08000019,65 - 74,All,105,126.5
20220327,S08000019,75 - 84,All,112,104.5
20220327,S08000019,85 and over,All,68,62
20220327,S08000019,All ages,All,1146,1286
20220327,S08000019,All ages,Female,556,583
20220327,S08000019,All ages,Male,585,667.5
20220327,S08000020,Under 5,All,167,186
20220327,S08000020,5 - 14,All,215,269
20220327,S08000020,15 - 44,All,607,735.5
20220327,S08000020,45 - 64,All,325,386
20220327,S08000020,65 - 74,All,164,174
20220327,S08000020,75 - 84,All,134,141.5
20220327,S08000020,85 and over,All,117,89.5
20220327,S08000020,All ages,All,1766,2037
20220327,S08000020,All ages,Female,828,931
20220327,S08000020,All ages,Male,901,1050.5
20220327,S08000022,Under 5,All,83,69
20220327,S08000022,5 - 14,All,123,111.5
20220327,S08000022,15 - 44,All,360,406
20220327,S08000022,45 - 64,All,253,257.5
20220327,S08000022,65 - 74,All,122,104.5
20220327,S08000022,75 - 84,All,100,105.5
20220327,S08000022,85 and over,All,85,63.5
20220327,S08000022,All ages,All,1175,1169
20220327,S08000022,All ages,Female,525,533
20220327,S08000022,All ages,Male,601,584.5
20220327,S08000024,Under 5,All,624,590.5
20220327,S08000024,5 - 14,All,736,642.5
20220327,S08000024,15 - 44,All,1454,1480.5
20220327,S08000024,45 - 64,All,796,765.5
20220327,S08000024,65 - 74,All,326,334
20220327,S08000024,75 - 84,All,328,285.5
20220327,S08000024,85 and over,All,189,193.5
20220327,S08000024,All ages,All,4575,4470
20220327,S08000024,All ages,Female,2245,2146
20220327,S08000024,All ages,Male,2208,2146
20220327,S08000025,Under 5,All,10,3.5
20220327,S08000025,5 - 14,All,20,11.5
20220327,S08000025,15 - 44,All,39,31
20220327,S08000025,45 - 64,All,24,35
20220327,S08000025,65 - 74,All,13,17.5
20220327,S08000025,75 - 84,All,12,9
20220327,S08000025,85 and over,All,8,8
20220327,S08000025,All ages,All,128,118.5
20220327,S08000025,All ages,Female,50,55.5
20220327,S08000025,All ages,Male,76,60
20220327,S08000026,Under 5,All,10,9
20220327,S08000026,5 - 14,All,8,17
20220327,S08000026,15 - 44,All,33,51
20220327,S08000026,45 - 64,All,27,33
20220327,S08000026,65 - 74,All,17,17
20220327,S08000026,75 - 84,All,13,12.5
20220327,S08000026,85 and over,All,7,8
20220327,S08000026,All ages,All,118,151.5
20220327,S08000026,All ages,Female,46,66.5
20220327,S08000026,All ages,Male,69,81
20220327,S08000028,Under 5,All,9,8.5
20220327,S08000028,5 - 14,All,10,12.5
20220327,S08000028,15 - 44,All,30,35
20220327,S08000028,45 - 64,All,23,25
20220327,S08000028,65 - 74,All,10,17.5
20220327,S08000028,75 - 84,All,11,17
20220327,S08000028,85 and over,All,11,5
20220327,S08000028,All ages,All,106,123.5
20220327,S08000028,All ages,Female,43,58
20220327,S08000028,All ages,Male,61,62.5
20220327,S08000029,Under 5,All,116,106
20220327,S08000029,5 - 14,All,131,143
20220327,S08000029,15 - 44,All,489,498
20220327,S08000029,45 - 64,All,276,284.5
20220327,S08000029,65 - 74,All,114,114.5
20220327,S08000029,75 - 84,All,110,112
20220327,S08000029,85 and over,All,75,67.5
20220327,S08000029,All ages,All,1311,1341
20220327,S08000029,All ages,Female,626,657.5
20220327,S08000029,All ages,Male,685,668
20220327,S08000030,Under 5,All,129,111.5
20220327,S08000030,5 - 14,All,207,152
20220327,S08000030,15 - 44,All,600,558
20220327,S08000030,45 - 64,All,310,283
20220327,S08000030,65 - 74,All,150,130.5
20220327,S08000030,75 - 84,All,118,110
20220327,S08000030,85 and over,All,80,76.5
20220327,S08000030,All ages,All,1605,1439
20220327,S08000030,All ages,Female,730,680.5
20220327,S08000030,All ages,Male,864,741
20220327,S08000031,Under 5,All,887,862
20220327,S08000031,5 - 14,All,825,790.5
20220327,S08000031,15 - 44,All,2102,2551
20220327,S08000031,45 - 64,All,1211,1462
20220327,S08000031,65 - 74,All,542,554.5
20220327,S08000031,75 - 84,All,470,504
20220327,S08000031,85 and over,All,269,311
20220327,S08000031,All ages,All,6334,7159.5
20220327,S08000031,All ages,Female,3105,3383
20220327,S08000031,All ages,Male,3201,3652
20220327,S08000032,Under 5,All,233,231
20220327,S08000032,5 - 14,All,361,414.5
20220327,S08000032,15 - 44,All,1318,1461
20220327,S08000032,45 - 64,All,939,1032.5
20220327,S08000032,65 - 74,All,365,436
20220327,S08000032,75 - 84,All,393,384
20220327,S08000032,85 and over,All,185,180
20220327,S08000032,All ages,All,3828,4179
20220327,S08000032,All ages,Female,1911,2109
20220327,S08000032,All ages,Male,1883,2030
20220327,S92000003,Under 5,All,2642,2588
20220327,S92000003,5 - 14,All,3129,3090.5
20220327,S92000003,15 - 44,All,8370,9400.5
20220327,S92000003,45 - 64,All,5135,5617
20220327,S92000003,65 - 74,All,2276,2358.5
20220327,S92000003,75 - 84,All,2138,2126
20220327,S92000003,85 and over,All,1292,1253
20220327,S92000003,All ages,All,25300,27005
20220327,S92000003,All ages,Female,12215,12931
20220327,S92000003,All ages,Male,12767,13502.5
20220403,S08000015,Under 5,All,165,237
20220403,S08000015,5 - 14,All,198,243.5
20220403,S08000015,15 - 44,All,514,750
20220403,S08000015,45 - 64,All,354,466
20220403,S08000015,65 - 74,All,183,208
20220403,S08000015,75 - 84,All,155,197
20220403,S08000015,85 and over,All,111,96
20220403,S08000015,All ages,All,1690,2227
20220403,S08000015,All ages,Female,821,1085
20220403,S08000015,All ages,Male,859,1112.5
20220403,S08000016,Under 5,All,30,27
20220403,S08000016,5 - 14,All,34,43
20220403,S08000016,15 - 44,All,174,183
20220403,S08000016,45 - 64,All,119,134.5
20220403,S08000016,65 - 74,All,68,81.5
20220403,S08000016,75 - 84,All,71,74.5
20220403,S08000016,85 and over,All,65,43.5
20220403,S08000016,All ages,All,566,602
20220403,S08000016,All ages,Female,247,294
20220403,S08000016,All ages,Male,314,293
20220403,S08000017,Under 5,All,55,79
20220403,S08000017,5 - 14,All,88,92.5
20220403,S08000017,15 - 44,All,272,283.5
20220403,S08000017,45 - 64,All,180,172.5
20220403,S08000017,65 - 74,All,101,97.5
20220403,S08000017,75 - 84,All,89,98
20220403,S08000017,85 and over,All,54,46.5
20220403,S08000017,All ages,All,864,888.5
20220403,S08000017,All ages,Female,397,439.5
20220403,S08000017,All ages,Male,442,430
20220403,S08000019,Under 5,All,93,88
20220403,S08000019,5 - 14,All,87,120.5
20220403,S08000019,15 - 44,All,371,447.5
20220403,S08000019,45 - 64,All,242,308
20220403,S08000019,65 - 74,All,125,130
20220403,S08000019,75 - 84,All,107,112.5
20220403,S08000019,85 and over,All,72,62
20220403,S08000019,All ages,All,1102,1304.5
20220403,S08000019,All ages,Female,519,590.5
20220403,S08000019,All ages,Male,578,678
20220403,S08000020,Under 5,All,187,157
20220403,S08000020,5 - 14,All,199,233
20220403,S08000020,15 - 44,All,577,684
20220403,S08000020,45 - 64,All,297,395.5
20220403,S08000020,65 - 74,All,139,176
20220403,S08000020,75 - 84,All,154,135.5
20220403,S08000020,85 and over,All,113,79.5
20220403,S08000020,All ages,All,1705,1912.5
20220403,S08000020,All ages,Female,805,914.5
20220403,S08000020,All ages,Male,861,946
20220403,S08000022,Under 5,All,79,62.5
20220403,S08000022,5 - 14,All,111,107
20220403,S08000022,15 - 44,All,357,402.5
20220403,S08000022,45 - 64,All,263,278
20220403,S08000022,65 - 74,All,114,117
20220403,S08000022,75 - 84,All,113,107
20220403,S08000022,85 and over,All,57,52.5
20220403,S08000022,All ages,All,1126,1197.5
20220403,S08000022,All ages,Female,522,523
20220403,S08000022,All ages,Male,572,603.5
20220403,S08000024,Under 5,All,618,590
20220403,S08000024,5 - 14,All,692,625
20220403,S08000024,15 - 44,All,1399,1442
20220403,S08000024,45 - 64,All,826,807
20220403,S08000024,65 - 74,All,321,311
20220403,S08000024,75 - 84,All,351,297
20220403,S08000024,85 and over,All,168,188
20220403,S08000024,All ages,All,4513,4473
20220403,S08000024,All ages,Female,2175,2126
20220403,S08000024,All ages,Male,2200,2134
20220403,S08000025,Under 5,All,12,9.5
20220403,S08000025,5 - 14,All,7,7
20220403,S08000025,15 - 44,All,30,30.5
20220403,S08000025,45 - 64,All,18,29.5
20220403,S08000025,65 - 74,All,12,10.5
20220403,S08000025,75 - 84,All,13,14.5
20220403,S08000025,85 and over,All,6,8
20220403,S08000025,All ages,All,103,113.5
20220403,S08000025,All ages,Female,44,47.5
20220403,S08000025,All ages,Male,54,62
20220403,S08000026,Under 5,All,15,13.5
20220403,S08000026,5 - 14,All,10,8.5
20220403,S08000026,15 - 44,All,37,49.5
20220403,S08000026,45 - 64,All,23,32
20220403,S08000026,65 - 74,All,10,16
20220403,S08000026,75 - 84,All,14,18.5
20220403,S08000026,All ages,All,118,148
20220403,S08000026,All ages,Female,54,71
20220403,S08000026,All ages,Male,59,72.5
20220403,S08000028,5 - 14,All,5,12.5
20220403,S08000028,15 - 44,All,30,38
20220403,S08000028,45 - 64,All,33,34.5
20220403,S08000028,65 - 74,All,12,15.5
20220403,S08000028,75 - 84,All,12,19.5
20220403,S08000028,85 and over,All,9,7.5
20220403,S08000028,All ages,All,106,144
20220403,S08000028,All ages,Female,51,63
20220403,S08000028,All ages,Male,54,73.5
20220403,S08000029,Under 5,All,100,102.5
20220403,S08000029,5 - 14,All,144,124
20220403,S08000029,15 - 44,All,469,461.5
20220403,S08000029,45 - 64,All,243,291
20220403,S08000029,65 - 74,All,136,119.5
20220403,S08000029,75 - 84,All,111,108
20220403,S08000029,85 and over,All,73,56.5
20220403,S08000029,All ages,All,1277,1276
20220403,S08000029,All ages,Female,656,603
20220403,S08000029,All ages,Male,620,660
20220403,S08000030,Under 5,All,122,104.5
20220403,S08000030,5 - 14,All,183,166
20220403,S08000030,15 - 44,All,626,552.5
20220403,S08000030,45 - 64,All,300,295.5
20220403,S08000030,65 - 74,All,108,128.5
20220403,S08000030,75 - 84,All,122,114
20220403,S08000030,85 and over,All,80,69.5
20220403,S08000030,All ages,All,1550,1459
20220403,S08000030,All ages,Female,750,671.5
20220403,S08000030,All ages,Male,791,759
20220403,S08000031,Under 5,All,744,890.5
20220403,S08000031,5 - 14,All,778,757
20220403,S08000031,15 - 44,All,2077,2484
20220403,S08000031,45 - 64,All,1196,1498.5
20220403,S08000031,65 - 74,All,520,573
20220403,S08000031,75 - 84,All,440,515.5
20220403,S08000031,85 and over,All,316,292.5
20220403,S08000031,All ages,All,6121,7158.5
20220403,S08000031,All ages,Female,2976,3399.5
20220403,S08000031,All ages,Male,3095,3611.5
20220403,S08000032,Under 5,All,215,205.5
20220403,S08000032,5 - 14,All,311,340.5
20220403,S08000032,15 - 44,All,1263,1403.5
20220403,S08000032,45 - 64,All,901,981.5
20220403,S08000032,65 - 74,All,436,411
20220403,S08000032,75 - 84,All,396,379
20220403,S08000032,85 and over,All,232,196.5
20220403,S08000032,All ages,All,3782,3954
20220403,S08000032,All ages,Female,1908,1977.5
20220403,S08000032,All ages,Male,1846,1940
20220403,S92000003,Under 5,All,2439,2575.5
20220403,S92000003,5 - 14,All,2847,2880
20220403,S92000003,15 - 44,All,8196,9212
20220403,S92000003,45 - 64,All,4995,5724
20220403,S92000003,65 - 74,All,2285,2395
20220403,S92000003,75 - 84,All,2148,2190.5
